class,class,914.294,920.488,926.683,932.877,939.071,945.266,951.46,957.655,963.849,970.043,976.238,982.432,988.626,994.821,1001.015,1007.209,1013.404,1019.598,1025.792,1031.987,1038.181,1044.376,1050.57,1056.764,1062.959,1069.153,1075.347,1081.542,1087.736,1093.93,1100.125,1106.319,1112.513,1118.708,1124.902,1131.097,1137.291,1143.485,1149.68,1155.874,1162.068,1168.263,1174.457,1180.651,1186.846,1193.04,1199.234,1205.429,1211.623,1217.818,1224.012,1230.206,1236.401,1242.595,1248.789,1254.984,1261.178,1267.372,1273.567,1279.761,1285.955,1292.15,1298.344,1304.539,1310.733,1316.927,1323.122,1329.316,1335.51,1341.705,1347.899,1354.093,1360.288,1366.482,1372.676,1378.871,1385.065,1391.26,1397.454,1403.648,1409.843,1416.037,1422.231,1428.426,1434.62,1440.814,1447.009,1453.203,1459.397,1465.592,1471.786,1477.981,1484.175,1490.369,1496.564,1502.758,1508.952,1515.147,1521.341,1527.535,1533.73,1539.924,1546.118,1552.313,1558.507,1564.702,1570.896,1577.09,1583.285,1589.479,1595.673,1601.868,1608.062,1614.256,1620.451,1626.645,1632.839,1639.034,1645.228,1651.423,1657.617,1663.811,1670.006,1676.2
1,Aluminium,0.2286177,0.2354081,0.242356,0.2490177,0.2524929,0.2526825,0.2523211,0.2514,0.2505343,0.2501784,0.2486476,0.2473855,0.2465838,0.2446797,0.2430718,0.2419088,0.2402406,0.2385323,0.2366568,0.2349929,0.2333252,0.2317269,0.2301784,0.2288798,0.2272394,0.2259752,0.225064,0.2238255,0.2225694,0.2209975,0.2191319,0.217473,0.215812,0.2139759,0.2126425,0.2115348,0.210157,0.2089362,0.2079305,0.2069235,0.2058497,0.2049094,0.2040927,0.2032948,0.2025701,0.2016629,0.2008984,0.2001083,0.1993315,0.1985413,0.1978334,0.1973126,0.1966096,0.1961343,0.1954758,0.194697,0.1940811,0.1935583,0.1929632,0.1923303,0.191637,0.1909461,0.1903364,0.1898015,0.1892026,0.1886793,0.1882237,0.1877693,0.1873823,0.1870145,0.1867187,0.1864806,0.1861473,0.1857665,0.1854614,0.1851369,0.1846861,0.1842609,0.1839581,0.1836969,0.1835214,0.1833709,0.1832045,0.1831335,0.183081,0.1827007,0.1823987,0.1822242,0.1819619,0.1816657,0.1814771,0.1812597,0.1810561,0.1807456,0.1803944,0.1801528,0.1799383,0.1797624,0.1796081,0.1794199,0.1791691,0.1789227,0.1787644,0.1786556,0.1784292,0.1781749,0.1779781,0.1778805,0.1778039,0.1777178,0.1776206,0.1776901,0.1775701,0.1774489,0.1773306,0.1771543,0.1769013,0.1769021,0.1766518,0.1764696,0.1764543,0.1760497,0.1754948,0.1751494
1,Aluminium,0.2297406,0.2327813,0.235967,0.2384371,0.2402998,0.2401143,0.2396617,0.2389688,0.238081,0.2373943,0.2357978,0.2350335,0.2339851,0.2328428,0.2312861,0.2302004,0.2295076,0.2275391,0.2262346,0.2250541,0.2236688,0.2220644,0.2210999,0.220267,0.2188536,0.2179331,0.2170776,0.21609,0.2152413,0.2146518,0.2139216,0.2129475,0.2123487,0.2117109,0.2109738,0.210371,0.2096198,0.2090107,0.2086699,0.2083597,0.2078998,0.2076522,0.2076754,0.2071534,0.2071513,0.2068085,0.2066654,0.2063896,0.206181,0.205992,0.2057197,0.2057198,0.2056434,0.2055885,0.2052132,0.2050218,0.2047987,0.2045296,0.2042554,0.2040071,0.2037273,0.2033763,0.2030477,0.2026693,0.2022805,0.2018258,0.201303,0.200862,0.2004972,0.199995,0.1995555,0.1992485,0.1989109,0.1985599,0.1982228,0.1978965,0.1975513,0.1972998,0.1971511,0.1969213,0.1965586,0.1962397,0.1956435,0.195125,0.1948199,0.1943283,0.1937634,0.1932592,0.1926324,0.1919935,0.1914442,0.1909118,0.1905332,0.1902684,0.1897512,0.1890816,0.1886582,0.1882196,0.1878896,0.1874422,0.1868915,0.186391,0.1859318,0.1853824,0.1848669,0.1845431,0.1841516,0.1838152,0.1835037,0.1831613,0.1826665,0.182458,0.1820626,0.1817381,0.1814154,0.1810877,0.1808327,0.1807519,0.1805749,0.1803474,0.1802037,0.1801057,0.1805426,0.181179
1,Aluminium,0.1506891,0.1543742,0.1594536,0.1637577,0.1654298,0.1659832,0.1662496,0.1661269,0.1654363,0.1649912,0.1645611,0.163334,0.1627559,0.161464,0.1604329,0.1592902,0.1580855,0.1569367,0.1559192,0.154884,0.1539841,0.1530223,0.1521276,0.1517006,0.1505873,0.1499765,0.1492482,0.1485105,0.1478388,0.147275,0.1465006,0.145745,0.1451409,0.1442951,0.1436784,0.1432592,0.1425316,0.1419205,0.1416313,0.141432,0.1412785,0.1412444,0.1413392,0.141278,0.1412231,0.1410818,0.1410671,0.1408115,0.1407934,0.1406062,0.1404218,0.1402299,0.1400267,0.1399328,0.1397011,0.1395124,0.1393558,0.139255,0.1390519,0.1390688,0.1390368,0.1389478,0.1388071,0.1386193,0.1384477,0.1383631,0.1383314,0.1381738,0.1378823,0.1376103,0.1373128,0.1371248,0.1369005,0.1365419,0.1362687,0.136032,0.1357044,0.1354679,0.135337,0.1351155,0.134922,0.1348017,0.1345573,0.1343442,0.1342361,0.1339493,0.1336529,0.1334801,0.1332005,0.1328937,0.132684,0.1325333,0.1322487,0.1320519,0.1315599,0.1309618,0.130469,0.1299237,0.1296319,0.1294039,0.1289401,0.1283787,0.1278104,0.1273641,0.1268788,0.1264651,0.1260382,0.125652,0.1251885,0.124771,0.124227,0.1237915,0.1232829,0.1229043,0.1223378,0.1217852,0.1212578,0.1209549,0.1207677,0.1208781,0.1211006,0.1212567,0.121747,0.1225451
1,Aluminium,0.6056674,0.6135389,0.6199213,0.6281515,0.6321572,0.6331279,0.6327957,0.6320461,0.6318643,0.6315724,0.6306959,0.6302804,0.629853,0.6296608,0.6285904,0.6278941,0.6262469,0.6255556,0.6247605,0.6233022,0.6224442,0.6206664,0.6194692,0.6182529,0.616503,0.6147745,0.6130706,0.611485,0.6106353,0.6088873,0.6070786,0.6058595,0.6045543,0.6030636,0.6014138,0.5998578,0.5985131,0.5974422,0.5965926,0.595398,0.5943114,0.5936144,0.5930494,0.5917887,0.5912334,0.5908831,0.5903637,0.5895204,0.5888099,0.588214,0.5877363,0.5873923,0.5869585,0.5866424,0.5860016,0.5856881,0.5852005,0.5848418,0.5844961,0.5841863,0.58376,0.5832902,0.5830653,0.5827611,0.582077,0.5818043,0.5815492,0.5811149,0.5807818,0.5803468,0.5799639,0.5796603,0.5792968,0.5788449,0.5783901,0.5780624,0.5776695,0.5774282,0.5772507,0.5769546,0.5769753,0.5769565,0.5766011,0.5764046,0.5763251,0.5757328,0.5752411,0.5748358,0.5740038,0.5732896,0.5725661,0.5717187,0.5709778,0.5703229,0.5695729,0.5686426,0.5680339,0.5673989,0.5667979,0.5664133,0.5656374,0.5650985,0.5646144,0.5641436,0.5636777,0.5634318,0.5628723,0.5626867,0.5624256,0.5621163,0.5617393,0.5616775,0.5613704,0.5610339,0.5608765,0.5605997,0.5603697,0.5604223,0.5601514,0.5601616,0.5602462,0.5598525,0.5596508,0.5596733
1,Aluminium,0.1963623,0.2009485,0.2042807,0.2080533,0.2094515,0.2093105,0.2084973,0.2072878,0.2058808,0.2043634,0.202817,0.2016084,0.1997395,0.1977597,0.1956113,0.1933782,0.1919076,0.1896862,0.1874689,0.1849443,0.182965,0.1804757,0.1785711,0.1767605,0.1749025,0.1734778,0.1721252,0.1707385,0.169048,0.1670425,0.1644927,0.1619356,0.1598102,0.1578521,0.1562923,0.1551374,0.1540793,0.1530743,0.1518913,0.1504263,0.1491376,0.1478139,0.1465742,0.1452591,0.1439792,0.1426796,0.1413862,0.1400769,0.1388399,0.137636,0.1362488,0.1349874,0.133754,0.1325205,0.1311652,0.1298894,0.1285553,0.1272407,0.1259167,0.1246429,0.1231989,0.121665,0.1201774,0.1185438,0.1171145,0.1157489,0.1142527,0.112839,0.1114994,0.110171,0.1089461,0.1077373,0.106484,0.1052371,0.1040104,0.1027776,0.1015791,0.1004239,0.09911037,0.09765238,0.09619577,0.09467667,0.09307535,0.09150073,0.08992008,0.08836104,0.08726027,0.08628217,0.08525286,0.08425494,0.08327936,0.08209703,0.08089293,0.07966445,0.07829375,0.07696804,0.07570743,0.07446218,0.07320023,0.07211801,0.07096046,0.06991303,0.0690176,0.06801165,0.06715926,0.06632523,0.06516801,0.06411626,0.06319797,0.06209719,0.06093015,0.06018094,0.0592543,0.05851779,0.05801686,0.05757317,0.05667138,0.05659033,0.05664374,0.05560143,0.05472419,0.05462533,0.05411089,0.05427413
1,Aluminium,0.07851624,0.08394823,0.08969007,0.09512522,0.09870206,0.1004748,0.1010649,0.1010828,0.1006234,0.09940835,0.09788058,0.09648522,0.09432888,0.09197511,0.08968519,0.08713302,0.0847594,0.08263435,0.08091633,0.07903086,0.07755545,0.07667788,0.07543551,0.07442783,0.07358043,0.07261738,0.07135218,0.07011008,0.0687433,0.06719517,0.0656785,0.06407936,0.06233052,0.06068816,0.05927188,0.05818634,0.05730717,0.0565265,0.0560736,0.05594712,0.05594848,0.05595147,0.05602851,0.05630875,0.05628453,0.05613929,0.05566599,0.05517329,0.05465341,0.05370176,0.0526337,0.05142009,0.05019489,0.04875745,0.04738198,0.04603936,0.04492751,0.04379797,0.04297328,0.04229364,0.04173028,0.04143619,0.04121755,0.04119803,0.04128744,0.0414673,0.04175143,0.04212998,0.04242446,0.04259574,0.04260877,0.04245044,0.04210722,0.04168932,0.04115286,0.04029498,0.03934739,0.03843149,0.03729756,0.0359999,0.03477008,0.03359822,0.03230422,0.03091748,0.02967017,0.02859424,0.02747458,0.02660481,0.02593102,0.02552208,0.02532337,0.02525893,0.02522174,0.02530474,0.0253263,0.02551568,0.02569493,0.02599082,0.02644151,0.02682253,0.02727601,0.02757122,0.02777978,0.02788783,0.02785701,0.0279863,0.02783908,0.02757395,0.02716494,0.02678288,0.02625786,0.02567977,0.02497385,0.02418092,0.02325713,0.02239846,0.02141881,0.02050949,0.0196157,0.01879455,0.01797929,0.01740937,0.01695607,0.01661739
1,Aluminium,0.08388033,0.09042692,0.09840958,0.1060757,0.1107319,0.1131864,0.1136528,0.1135028,0.1127691,0.1115953,0.1101427,0.1086464,0.1068651,0.1050902,0.1026451,0.1006607,0.09881998,0.09667168,0.09455302,0.09287027,0.09093726,0.08915577,0.08719018,0.08577045,0.08408408,0.08258666,0.08109129,0.07953919,0.07799666,0.07657968,0.07525481,0.07385098,0.07244949,0.07104201,0.06965057,0.06852587,0.06745577,0.06628897,0.06539236,0.06475551,0.06422549,0.06363886,0.06311244,0.06263061,0.06205737,0.06151737,0.06092975,0.06017391,0.05960911,0.05863937,0.05775994,0.05689811,0.05595307,0.05503314,0.05405254,0.05303129,0.05198292,0.05084696,0.04987142,0.04906623,0.04830365,0.04754263,0.04695442,0.0464963,0.04599293,0.04560257,0.04545058,0.04524732,0.04497929,0.04480714,0.0445407,0.04423806,0.04400082,0.04364916,0.04316234,0.04255567,0.0418654,0.04116288,0.04034325,0.03945043,0.03856427,0.03780061,0.03695612,0.03602906,0.0351365,0.03421926,0.03323057,0.03237557,0.03153601,0.03086621,0.03037486,0.02997387,0.02957773,0.02927246,0.02890808,0.02867984,0.02845742,0.02825326,0.02816877,0.02813838,0.02816367,0.02809268,0.0280924,0.02807233,0.02798132,0.02797768,0.02783295,0.02773971,0.0276681,0.02751281,0.02735795,0.02722422,0.02701942,0.02663792,0.02611493,0.02537916,0.02493686,0.02449362,0.02408349,0.0237118,0.02353286,0.02320527,0.0228804,0.02241495
1,Aluminium,0.1440782,0.1506609,0.1575442,0.1643158,0.1686559,0.1702852,0.1704648,0.1701208,0.1689558,0.1676222,0.166525,0.1647993,0.1632509,0.1617593,0.1599021,0.1581386,0.1565152,0.1545107,0.1524158,0.1503327,0.1478724,0.146311,0.1441011,0.1422923,0.1405504,0.1391947,0.1381251,0.1370279,0.1362907,0.135584,0.1347751,0.1340368,0.1332442,0.1321479,0.130959,0.1299668,0.1288203,0.1273315,0.1260136,0.1249267,0.1239795,0.1230191,0.1221972,0.1216694,0.121098,0.1208146,0.1205708,0.1203684,0.1203538,0.1201118,0.1200276,0.1198267,0.1195723,0.1190815,0.1186852,0.1180421,0.1171683,0.1161716,0.1151517,0.1141146,0.1131594,0.1120709,0.1110315,0.1100863,0.1091692,0.1083469,0.1076004,0.1071353,0.1067971,0.1065525,0.1064683,0.1064768,0.1065874,0.106747,0.1069425,0.1070297,0.1070777,0.1072284,0.1073349,0.1073867,0.1073655,0.1073122,0.1070792,0.1067167,0.1063365,0.1057782,0.1050964,0.1043346,0.103435,0.102535,0.1017603,0.1010527,0.1001885,0.09936044,0.09849539,0.09765256,0.09698445,0.09639209,0.09596059,0.09563679,0.09535637,0.09520773,0.09518578,0.09527256,0.09534065,0.09564696,0.09595508,0.09635189,0.09673802,0.09712672,0.09743359,0.09778232,0.09803278,0.0983388,0.09849145,0.09866741,0.09885738,0.09883126,0.09861015,0.098734,0.09918791,0.09915713,0.0988184,0.09820617
1,Aluminium,0.1494821,0.1554834,0.1633609,0.1708191,0.1752915,0.1770123,0.177237,0.1769864,0.1756903,0.1740605,0.1730227,0.1715066,0.1698224,0.1682458,0.1665319,0.164861,0.1628454,0.1611658,0.1591295,0.1573065,0.1548844,0.1531707,0.1509734,0.149177,0.1471603,0.1456394,0.144426,0.1432822,0.1425538,0.1417448,0.1408541,0.1400847,0.1393066,0.1383285,0.1372573,0.1362019,0.1349843,0.1335964,0.1323373,0.1312772,0.1301555,0.129102,0.1282559,0.1275363,0.1269082,0.126499,0.126134,0.1258353,0.1257864,0.1256185,0.125455,0.1251441,0.1248218,0.1246309,0.1242419,0.1236314,0.1228942,0.1218665,0.1208171,0.1198026,0.1187848,0.1176904,0.1166147,0.1156059,0.1145845,0.1136961,0.1129185,0.1123369,0.1118693,0.1114621,0.1113686,0.1113989,0.1114374,0.111505,0.1117724,0.1119716,0.1120586,0.1121838,0.1122919,0.1123491,0.1123677,0.112344,0.1120432,0.111763,0.11138,0.1108489,0.1101484,0.1094431,0.1084146,0.1074548,0.1065864,0.1057824,0.1048739,0.1040661,0.1032166,0.1023768,0.1016541,0.101077,0.1006943,0.1003156,0.1001059,0.09992643,0.09981296,0.09974462,0.09979997,0.1001332,0.1004348,0.1008709,0.1012424,0.1016791,0.1020599,0.1024345,0.1025889,0.1028344,0.1030331,0.1031998,0.1032788,0.1031585,0.1030257,0.103254,0.1035235,0.1033563,0.1029084,0.1023771
